RowNumber,ProductNumber,CoverDate,Title,Url,Version,PublicationDate
6897,"R40607","6/14/2010","Intellectual Property Rights and Access to Medicines: International Trade Issues ","https://crsreports.congress.gov/product/pdf/download/R/R40607/R40607.pdf/","4","05/29/2009"
6898,"RL32162","6/14/2010","The Size and Role of Government: Economic Issues","https://crsreports.congress.gov/product/pdf/download/RL/RL32162/RL32162.pdf/","11","12/02/2003"
6899,"R41285","6/11/2010","Congressionally Designated Special Management Areas in the National Forest System","https://crsreports.congress.gov/product/pdf/download/R/R41285/R41285.pdf/","6","06/15/2010"
6900,"RS22888","6/8/2010","The Army's M-4 Carbine: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/RS/RS22888/RS22888.pdf/","9","05/30/2008"
6901,"R40150","6/4/2010","A Federal Chief Technology Officer in the Obama Administration: Options and Issues for Consideration","https://crsreports.congress.gov/product/pdf/download/R/R40150/R40150.pdf/","8","01/22/2009"
6902,"R41218","6/4/2010","Burma's 2010 Elections: Implications of the New Constitution and Election Laws","https://crsreports.congress.gov/product/pdf/download/R/R41218/R41218.pdf/","8","05/04/2010"
6903,"RL34733","6/3/2010"," NAFTA and the Mexican Economy","https://crsreports.congress.gov/product/pdf/download/RL/RL34733/RL34733.pdf/","8","11/07/2008"
6904,"RS22828","6/3/2010","Mortgage and Rental Assistance as Disaster Relief: Legislation in the 111th Congress","https://crsreports.congress.gov/product/pdf/download/RS/RS22828/RS22828.pdf/","9","03/05/2008"
6905,"R40648","5/27/2010","Tax Options for Financing Health Care Reform","https://crsreports.congress.gov/product/pdf/download/R/R40648/R40648.pdf/","28","06/19/2009"
6906,"R41257","5/25/2010","A New United Nations Entity for Women: Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R41257/R41257.pdf/","4","05/27/2010"
6907,"R41251","5/25/2010","Ballistic Missile Defense and Offensive Arms Reductions: A Review of the Historical Record","https://crsreports.congress.gov/product/pdf/download/R/R41251/R41251.pdf/","3","05/25/2010"
6908,"RL33185","5/25/2010","Liberia's Post-War Development: Key Issues and U.S. Assistance","https://crsreports.congress.gov/product/pdf/download/RL/RL33185/RL33185.pdf/","29","12/13/2005"
6909,"RL34560","5/24/2010","Forest Carbon Markets: Potential and Drawbacks","https://crsreports.congress.gov/product/pdf/download/RL/RL34560/RL34560.pdf/","5","07/07/2008"
6910,"R41117","5/21/2010","Business Tax Issues in 2010","https://crsreports.congress.gov/product/pdf/download/R/R41117/R41117.pdf/","3","03/17/2010"
6911,"RL33765","5/20/2010","OMB's Financial Management Line of Business Initiative: A Brief Overview","https://crsreports.congress.gov/product/pdf/download/RL/RL33765/RL33765.pdf/","9","12/21/2006"
6912,"R41245","5/19/2010","Reductions in Mandatory Agriculture Program Spending","https://crsreports.congress.gov/product/pdf/download/R/R41245/R41245.pdf/","3","05/20/2010"
6913,"RS21201","5/18/2010","Leaking Underground Storage Tanks (USTs): Prevention and Cleanup","https://crsreports.congress.gov/product/pdf/download/RS/RS21201/RS21201.pdf/","26","01/03/2005"
6914,"R40556","5/18/2010","Market-Based Greenhouse Gas Control: Selected Proposals in the 111th Congress","https://crsreports.congress.gov/product/pdf/download/R/R40556/R40556.pdf/","13","05/04/2009"
6915,"R41237","5/13/2010","People Crossing Borders: An Analysis of U.S. Border Protection Policies","https://crsreports.congress.gov/product/pdf/download/R/R41237/R41237.pdf/","4","05/14/2010"
6916,"RL34605","5/12/2010","501(c)(3) Hospitals and the Community Benefit Standard","https://crsreports.congress.gov/product/pdf/download/RL/RL34605/RL34605.pdf/","10","08/01/2008"
6917,"R40084","5/6/2010","Strategic Arms Control After START: Issues and Options","https://crsreports.congress.gov/product/pdf/download/R/R40084/R40084.pdf/","22","12/30/2008"
6918,"R41216","5/3/2010","2010 Non-Proliferation Treaty (NPT) Review Conference: Key Issues and Implications","https://crsreports.congress.gov/product/pdf/download/R/R41216/R41216.pdf/","2","05/03/2010"
6919,"R40755","5/3/2010","U.S.-Vietnam Economic and Trade Relations: Issues for the 111th Congress","https://crsreports.congress.gov/product/pdf/download/R/R40755/R40755.pdf/","6","08/13/2009"
6920,"R40246","4/30/2010","Department of Homeland Security Assistance to States and Localities: A Summary and Issues for the 111th Congress","https://crsreports.congress.gov/product/pdf/download/R/R40246/R40246.pdf/","12","02/27/2009"
6921,"RL34465","4/27/2010","FDA Amendments Act of 2007 (P.L. 110-85)","https://crsreports.congress.gov/product/pdf/download/RL/RL34465/RL34465.pdf/","9","04/29/2008"
6922,"RL34045","4/26/2010","FDA Regulation of Follow-On Biologics","https://crsreports.congress.gov/product/pdf/download/RL/RL34045/RL34045.pdf/","19","06/19/2007"
6923,"R41105","4/26/2010","Fiscal Year 2011 Department of Homeland Security Assistance to States and Localities","https://crsreports.congress.gov/product/pdf/download/R/R41105/R41105.pdf/","4","03/11/2010"
6924,"R41200","4/23/2010","Guinea's New Transitional Government: Emerging Issues for U.S. Policy","https://crsreports.congress.gov/product/pdf/download/R/R41200/R41200.pdf/","3","04/23/2010"
6925,"R41197","4/20/2010","Green Procurement: Overview and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/R/R41197/R41197.pdf/","8","04/21/2010"
6926,"R40889","4/20/2010","Noncitizen Eligibility and Verification Issues in the Health Care Reform Legislation","https://crsreports.congress.gov/product/pdf/download/R/R40889/R40889.pdf/","15","11/02/2009"
6927,"R40135","4/19/2010","Mérida Initiative for Mexico and Central America: Funding and Policy Issues","https://crsreports.congress.gov/product/pdf/download/R/R40135/R40135.pdf/","23","01/14/2009"
6928,"RL34705","4/16/2010","Estimating Offset Supply in a Cap-and-Trade Program","https://crsreports.congress.gov/product/pdf/download/RL/RL34705/RL34705.pdf/","5","10/14/2008"
6929,"R40684","4/15/2010","North Korea's Second Nuclear Test: Implications of U.N. Security Council Resolution 1874","https://crsreports.congress.gov/product/pdf/download/R/R40684/R40684.pdf/","11","07/02/2009"
6930,"RL34514","4/15/2010","The Bureau of Alcohol, Tobacco, Firearms and Explosives (ATF): Budget and Operations for FY2008, FY2009, and FY2010","https://crsreports.congress.gov/product/pdf/download/RL/RL34514/RL34514.pdf/","12","06/02/2008"
6931,"RS20672","4/13/2010","Arsenic in Drinking Water: Regulatory Developments and Issues","https://crsreports.congress.gov/product/pdf/download/RS/RS20672/RS20672.pdf/","19","02/07/2005"
6932,"R40613","4/9/2010","Credit Rating Agencies and Their Regulation","https://crsreports.congress.gov/product/pdf/download/R/R40613/R40613.pdf/","12","06/03/2009"
6933,"RL34183","4/9/2010","Public Transit Program Funding Issues in Surface Transportation Reauthorization","https://crsreports.congress.gov/product/pdf/download/RL/RL34183/RL34183.pdf/","10","09/27/2007"
6934,"98-142","4/7/2010","Days Reserved for Special Business in the House","https://crsreports.congress.gov/product/pdf/download/RS/98-142/98-142.pdf/","5","01/11/2005"
6935,"R40417","4/7/2010","Macroprudential Oversight: Monitoring Systemic Risk in the Financial System","https://crsreports.congress.gov/product/pdf/download/R/R40417/R40417.pdf/","4","03/06/2009"
6936,"RS22763","4/6/2010","Air Force C-17 Aircraft Procurement: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/RS/RS22763/RS22763.pdf/","23","12/05/2007"
6937,"R41155","4/5/2010","Fish and Wildlife Service: FY2011 Appropriations and Policy ","https://crsreports.congress.gov/product/pdf/download/R/R41155/R41155.pdf/","4","04/05/2010"
6938,"RL33186","4/2/2010","Is the U.S. Current Account Deficit Sustainable?","https://crsreports.congress.gov/product/pdf/download/RL/RL33186/RL33186.pdf/","13","12/14/2005"
6939,"RL33211","4/2/2010","Medical Marijuana: Review and Analysis of Federal and State Policies","https://crsreports.congress.gov/product/pdf/download/RL/RL33211/RL33211.pdf/","31","12/30/2005"
6940,"R41125","4/1/2010","Medicaid and CHIP: Changes Made by the Health Care and Education Reconciliation Act of 2010 (HCERA, P.L. 111-152) to the Patient Protection and Affordable Care Act (PPACA, P.L. 111-148)","https://crsreports.congress.gov/product/pdf/download/R/R41125/R41125.pdf/","11","03/19/2010"
6941,"R40181","3/30/2010","Selected Health Funding in the American Recovery and Reinvestment Act of 2009","https://crsreports.congress.gov/product/pdf/download/R/R40181/R40181.pdf/","20","02/02/2009"
6942,"R41124","3/25/2010","Medicare: Changes Made by the Reconciliation Act of 2010 to the Patient Protection and Affordable Care Act (P.L. 111-148)","https://crsreports.congress.gov/product/pdf/download/R/R41124/R41124.pdf/","5","03/19/2010"
6943,"R41126","3/25/2010","Private Health Insurance: Changes Made by H.R. 4872, the Health Care and Education Reconciliation Act of 2010","https://crsreports.congress.gov/product/pdf/download/R/R41126/R41126.pdf/","7","03/19/2010"
6944,"R41144","3/24/2010","Deforestation and Climate Change","https://crsreports.congress.gov/product/pdf/download/R/R41144/R41144.pdf/","3","03/26/2010"
6945,"R41140","3/24/2010","How Agencies Monetize 'Statistical Lives' Expected to Be Saved By Regulations","https://crsreports.congress.gov/product/pdf/download/R/R41140/R41140.pdf/","3","03/25/2010"
6946,"RL34519","3/24/2010","The Uptick Rule: SEC Limit on Short Selling Reconsidered","https://crsreports.congress.gov/product/pdf/download/RL/RL34519/RL34519.pdf/","6","06/04/2008"
6947,"RL34361","3/22/2010","Automated Political Telephone Calls ('Robo Calls') in Federal Campaigns: Overview and Policy Options","https://crsreports.congress.gov/product/pdf/download/RL/RL34361/RL34361.pdf/","15","02/07/2008"
6948,"RL32922","3/22/2010","Meat and Poultry Inspection: Background and Selected Issues","https://crsreports.congress.gov/product/pdf/download/RL/RL32922/RL32922.pdf/","26","05/18/2005"
6949,"R40902","3/19/2010","Indian Health Care Provisions in H.R. 3962 ","https://crsreports.congress.gov/product/pdf/download/R/R40902/R40902.pdf/","8","11/06/2009"
6950,"R40892","3/19/2010","Public Health, Workforce, Quality, and Related Provisions in H.R. 3962","https://crsreports.congress.gov/product/pdf/download/R/R40892/R40892.pdf/","12","11/03/2009"
6951,"R40602","3/19/2010","The Department of Homeland Security Intelligence Enterprise: Operational Overview and Oversight Challenges for Congress","https://crsreports.congress.gov/product/pdf/download/R/R40602/R40602.pdf/","13","05/28/2009"
6952,"RL34494","3/19/2010","The Foreign Tax Credit's Interest Allocation Rules","https://crsreports.congress.gov/product/pdf/download/RL/RL34494/RL34494.pdf/","17","05/20/2008"
6953,"R40518","3/18/2010","Charitable Contributions: The Itemized Deduction Cap and Other FY2011 Budget Options","https://crsreports.congress.gov/product/pdf/download/R/R40518/R40518.pdf/","5","04/15/2009"
6954,"R41119","3/18/2010","General Education Provisions Act (GEPA): Overview and Issues","https://crsreports.congress.gov/product/pdf/download/R/R41119/R41119.pdf/","3","03/19/2010"
6955,"R40978","3/18/2010","Medicare Coverage of Clinical Preventive Services","https://crsreports.congress.gov/product/pdf/download/R/R40978/R40978.pdf/","6","12/10/2009"
6956,"R40970","3/18/2010","Medicare Program Changes in Senate-Passed H.R. 3590","https://crsreports.congress.gov/product/pdf/download/R/R40970/R40970.pdf/","10","12/04/2009"
6957,"R40468","3/17/2010","Tax Treaty Legislation in the 111th Congress: Explanation and Economic Analysis","https://crsreports.congress.gov/product/pdf/download/R/R40468/R40468.pdf/","6","03/26/2009"
6958,"RL34199","3/16/2010","German Foreign and Security Policy: Trends and Transatlantic Implications","https://crsreports.congress.gov/product/pdf/download/RL/RL34199/RL34199.pdf/","11","10/04/2007"
6959,"RL32044","3/16/2010","Immigration: Policy Considerations Related to Guest Worker Programs","https://crsreports.congress.gov/product/pdf/download/RL/RL32044/RL32044.pdf/","24","02/17/2005"
6960,"RL34602","3/16/2010","Misuse of Government Purchase Cards","https://crsreports.congress.gov/product/pdf/download/RL/RL34602/RL34602.pdf/","5","07/31/2008"
6961,"R40460","3/12/2010","Calculation of Lifecycle Greenhouse Gas Emissions for the Renewable Fuel Standard (RFS)","https://crsreports.congress.gov/product/pdf/download/R/R40460/R40460.pdf/","9","03/24/2009"
6962,"R41037","3/12/2010","Medicaid and the Children's Health Insurance Program (CHIP) Provisions in H.R. 3590, as Passed by the Senate","https://crsreports.congress.gov/product/pdf/download/R/R41037/R41037.pdf/","5","01/25/2010"
6963,"RL30520","3/12/2010","The National Debt: Who Bears Its Burden?","https://crsreports.congress.gov/product/pdf/download/RL/RL30520/RL30520.pdf/","7","01/28/2005"
6964,"R40933","3/12/2010","United States Relations with the Association of Southeast Asian Nations (ASEAN)","https://crsreports.congress.gov/product/pdf/download/R/R40933/R40933.pdf/","4","11/19/2009"
6965,"R41112","3/11/2010","Chile Earthquake: U.S. and International Response","https://crsreports.congress.gov/product/pdf/download/R/R41112/R41112.pdf/","4","03/16/2010"
6966,"R41104","3/10/2010","Immigration Visa Issuances and Grounds for Exclusion: Policy and Trends","https://crsreports.congress.gov/product/pdf/download/R/R41104/R41104.pdf/","3","03/11/2010"
6967,"RL31444","3/5/2010","Firms That Incorporate Abroad for Tax Purposes: Corporate 'Inversions' and 'Expatriation'","https://crsreports.congress.gov/product/pdf/download/RL/RL31444/RL31444.pdf/","13","11/19/2004"
6968,"R41102","3/3/2010","The Federal Home Loan Bank System and Resolution of a Failure","https://crsreports.congress.gov/product/pdf/download/R/R41102/R41102.pdf/","2","03/11/2010"
6969,"R40968","3/2/2010","Limiting McCarran-Ferguson Act's Antitrust Exemption for the 'Business of Insurance': Impact on Health Insurers and Issuers of Medical Malpractice Insurance","https://crsreports.congress.gov/product/pdf/download/R/R40968/R40968.pdf/","7","12/04/2009"
6970,"R41080","2/22/2010","The National Commission on Children and Disasters: Overview and Issues","https://crsreports.congress.gov/product/pdf/download/R/R41080/R41080.pdf/","4","02/22/2010"
6971,"R41044","2/22/2010","Veterans Health Administration: Community-Based Outpatient Clinics","https://crsreports.congress.gov/product/pdf/download/R/R41044/R41044.pdf/","3","01/28/2010"
6972,"R41076","2/17/2010","The Federal Response to Calls for Increased Aid from USDA's Food Assistance Programs","https://crsreports.congress.gov/product/pdf/download/R/R41076/R41076.pdf/","3","02/18/2010"
6973,"RL31851","2/16/2010","Animal Waste and Water Quality: EPA Regulation of Concentrated Animal Feeding Operations (CAFOs)","https://crsreports.congress.gov/product/pdf/download/RL/RL31851/RL31851.pdf/","13","04/15/2003"
6974,"R40791","2/16/2010","Employer Wellness Programs: Health Reform and the Genetic Information Nondiscrimination Act","https://crsreports.congress.gov/product/pdf/download/R/R40791/R40791.pdf/","4","09/01/2009"
6975,"R40730","2/12/2010","Labor, Health and Human Services, and Education: Highlights of FY2010 Budget and Appropriations","https://crsreports.congress.gov/product/pdf/download/R/R40730/R40730.pdf/","12","07/29/2009"
6976,"R41071","2/4/2010","The 2009 Asia Pacific Economic Cooperation (APEC) Meetings and U.S. Trade Policy in Asia","https://crsreports.congress.gov/product/pdf/download/R/R41071/R41071.pdf/","2","02/16/2010"
6977,"R40705","2/3/2010","Home Visitation for Families with Young Children","https://crsreports.congress.gov/product/pdf/download/R/R40705/R40705.pdf/","12","07/16/2009"
6978,"R41068","2/3/2010","Metropolitan Transportation Planning","https://crsreports.congress.gov/product/pdf/download/R/R41068/R41068.pdf/","5","02/03/2010"
6979,"RL34479","2/3/2010","Revising the National Ambient Air Quality Standard for Lead","https://crsreports.congress.gov/product/pdf/download/RL/RL34479/RL34479.pdf/","8","05/08/2008"
6980,"R41066","2/3/2010","Social Networking and Constituent Communications: Member Use of Twitter During a Two-Month Period in the 111th Congress","https://crsreports.congress.gov/product/pdf/download/R/R41066/R41066.pdf/","5","02/03/2010"
6981,"R41065","2/3/2010","Veterans Health Care: Project HERO Implementation ","https://crsreports.congress.gov/product/pdf/download/R/R41065/R41065.pdf/","2","02/03/2010"
6982,"RS22111","2/2/2010","Alien Legalization and Adjustment of Status: A Primer","https://crsreports.congress.gov/product/pdf/download/RS/RS22111/RS22111.pdf/","9","04/11/2005"
6983,"R40693","2/2/2010","State, Foreign Operations, and Related Programs: FY2010 Budget and Appropriations","https://crsreports.congress.gov/product/pdf/download/R/R40693/R40693.pdf/","13","07/08/2009"
6984,"RL31235","2/2/2010","The Economics of the Federal Budget Deficit","https://crsreports.congress.gov/product/pdf/download/RL/RL31235/RL31235.pdf/","11","01/28/2005"
6985,"R41064","2/1/2010","Honduran Political Crisis, June 2009-January 2010","https://crsreports.congress.gov/product/pdf/download/R/R41064/R41064.pdf/","3","02/03/2010"
6986,"R41067","2/1/2010","Paraguay: Political and Economic Conditions and U.S. Relations","https://crsreports.congress.gov/product/pdf/download/R/R41067/R41067.pdf/","3","02/03/2010"
6987,"R40740","1/29/2010","U.S. Global Health Assistance: Background, Priorities, and Issues for the 111th Congress","https://crsreports.congress.gov/product/pdf/download/R/R40740/R40740.pdf/","6","07/31/2009"
6988,"R40090","1/27/2010","Aviation and Climate Change","https://crsreports.congress.gov/product/pdf/download/R/R40090/R40090.pdf/","5","01/02/2009"
6989,"RL34351","1/27/2010","Brazil's and Canada's WTO Cases Against U.S. Agricultural Direct Payments","https://crsreports.congress.gov/product/pdf/download/RL/RL34351/RL34351.pdf/","10","02/04/2008"
6990,"RL33991","1/27/2010","Disability Evaluation of Military Servicemembers","https://crsreports.congress.gov/product/pdf/download/RL/RL33991/RL33991.pdf/","12","05/09/2007"
6991,"R40201","1/27/2010","Federal Flood Policy Challenges: Lessons from the 2008 Midwest Flood ","https://crsreports.congress.gov/product/pdf/download/R/R40201/R40201.pdf/","4","02/09/2009"
6992,"RL33844","1/27/2010","Foreign Investor Visas: Policies and Issues","https://crsreports.congress.gov/product/pdf/download/RL/RL33844/RL33844.pdf/","15","01/30/2007"
6993,"R40915","1/26/2010","An Overview of Proposals to Establish an Independent Commission or Board in Medicare","https://crsreports.congress.gov/product/pdf/download/R/R40915/R40915.pdf/","5","11/16/2009"
6994,"RS21899","1/26/2010","Border Security: Key Agencies and Their Missions","https://crsreports.congress.gov/product/pdf/download/RS/RS21899/RS21899.pdf/","11","08/04/2004"
6995,"R41036","1/26/2010","Charitable Contributions for Haiti's Earthquake Victims","https://crsreports.congress.gov/product/pdf/download/R/R41036/R41036.pdf/","4","01/22/2010"
6996,"R40840","1/26/2010","The National Oceanic and Atmospheric Administration (NOAA) Budget for FY2010","https://crsreports.congress.gov/product/pdf/download/R/R40840/R40840.pdf/","5","10/02/2009"
6997,"RL34226","1/21/2010","Nuclear Weapons in U.S. National Security Policy: Past, Present, and Prospects","https://crsreports.congress.gov/product/pdf/download/RL/RL34226/RL34226.pdf/","7","10/31/2007"
6998,"R40737","1/21/2010","Veterans Medical Care: FY2010 Appropriations","https://crsreports.congress.gov/product/pdf/download/R/R40737/R40737.pdf/","5","07/31/2009"
6999,"R40644","1/19/2010","Commerce, Justice, Science, and Related Agencies: FY2010 Appropriations","https://crsreports.congress.gov/product/pdf/download/R/R40644/R40644.pdf/","20","06/17/2009"
7000,"R41012","1/14/2010","Senate Committee Rules in the 111th Congress: A Comparison of Key Provisions","https://crsreports.congress.gov/product/pdf/download/R/R41012/R41012.pdf/","2","01/15/2010"
7001,"R40836","1/12/2010","Cybersecurity: Current Legislation, Executive Branch Initiatives, and Options for Congress","https://crsreports.congress.gov/product/pdf/download/R/R40836/R40836.pdf/","5","09/30/2009"
7002,"R40710","1/12/2010","Federal Research and Development Funding: FY2010","https://crsreports.congress.gov/product/pdf/download/R/R40710/R40710.pdf/","16","07/17/2009"
7003,"R40544","1/12/2010","Managing Coal Combustion Waste (CCW): Issues with Disposal and Use","https://crsreports.congress.gov/product/pdf/download/R/R40544/R40544.pdf/","8","04/24/2009"
7004,"R40575","1/12/2010","Potential Farm Sector Effects of 2009 H1N1 'Swine Flu': Questions and Answers ","https://crsreports.congress.gov/product/pdf/download/R/R40575/R40575.pdf/","11","05/13/2009"
7005,"R41009","1/11/2010","International Social Security Agreements","https://crsreports.congress.gov/product/pdf/download/R/R41009/R41009.pdf/","6","01/14/2010"
7006,"R41001","1/6/2010","Redirecting Troubled Asset Relief Program (TARP) Funds to Other Uses","https://crsreports.congress.gov/product/pdf/download/R/R41001/R41001.pdf/","5","01/04/2010"
7007,"RL34320","1/4/2010","Laos: Background and U.S. Relations","https://crsreports.congress.gov/product/pdf/download/RL/RL34320/RL34320.pdf/","7","01/14/2008"
7008,"R40909","1/4/2010","Uruguay: Political and Economic Conditions and U.S. Relations","https://crsreports.congress.gov/product/pdf/download/R/R40909/R40909.pdf/","4","11/10/2009"
7009,"R41002","1/4/2010","Using Army Corps of Engineers Reservoirs for Municipal and Industrial Water Supply: Current Issues","https://crsreports.congress.gov/product/pdf/download/R/R41002/R41002.pdf/","4","01/04/2010"
7010,"R40088","12/31/2009","The Federal Budget: Current and Upcoming Issues","https://crsreports.congress.gov/product/pdf/download/R/R40088/R40088.pdf/","33","12/31/2008"
7011,"RS20821","12/28/2009","Direct Assaults Against Presidents, Presidents-Elect, and Candidates","https://crsreports.congress.gov/product/pdf/download/RS/RS20821/RS20821.pdf/","8","07/08/2002"
7012,"R40567","12/23/2009","Defense: FY2010 Authorization and Appropriations","https://crsreports.congress.gov/product/pdf/download/R/R40567/R40567.pdf/","29","05/08/2009"
7013,"RL34406","12/22/2009","Air Force Next-Generation Bomber: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/RL/RL34406/RL34406.pdf/","13","03/10/2008"
7014,"RS22103","12/22/2009","VH-71/VXX Presidential Helicopter Program: Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/RS/RS22103/RS22103.pdf/","20","04/04/2005"
7015,"RS22874","12/17/2009","Overdraft/Bounced-Check Protection","https://crsreports.congress.gov/product/pdf/download/RS/RS22874/RS22874.pdf/","7","05/13/2008"
7016,"RL32205","12/14/2009","Liquefied Natural Gas (LNG) Import Terminals: Siting, Safety, and Regulation","https://crsreports.congress.gov/product/pdf/download/RL/RL32205/RL32205.pdf/","14","01/28/2005"
7017,"R40986","12/14/2009","Proposals for a Commission to Address the Federal Government's Long-Term Fiscal Situation","https://crsreports.congress.gov/product/pdf/download/R/R40986/R40986.pdf/","6","12/16/2009"
7018,"RL34160","12/14/2009","The National Bio- and Agro-Defense Facility: Issues for Congress","https://crsreports.congress.gov/product/pdf/download/RL/RL34160/RL34160.pdf/","14","09/06/2007"
7019,"RL33627","12/3/2009","NATO in Afghanistan: A Test of the Transatlantic Alliance","https://crsreports.congress.gov/product/pdf/download/RL/RL33627/RL33627.pdf/","24","08/28/2006"
7020,"RL32888","11/30/2009","Army Future Combat System (FCS) 'Spin-Outs' and Ground Combat Vehicle (GCV): Background and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/RL/RL32888/RL32888.pdf/","20","04/29/2005"
7021,"R40940","11/25/2009","China's Assistance and Government-Sponsored Investment Activities in Africa, Latin America, and Southeast Asia","https://crsreports.congress.gov/product/pdf/download/R/R40940/R40940.pdf/","2","11/25/2009"
7022,"RL33543","11/25/2009","Tactical Aircraft Modernization: Issues for Congress","https://crsreports.congress.gov/product/pdf/download/RL/RL33543/RL33543.pdf/","15","07/14/2006"
7023,"R40900","11/20/2009","Medicaid and Children's Health Insurance Program (CHIP) Provisions in Affordable Health Care for America Act (H.R. 3962)","https://crsreports.congress.gov/product/pdf/download/R/R40900/R40900.pdf/","13","11/05/2009"
7024,"R40919","11/17/2009","An Overview of the Nonprofit and Charitable Sector","https://crsreports.congress.gov/product/pdf/download/R/R40919/R40919.pdf/","3","11/17/2009"
7025,"R40918","11/16/2009","Private Health Insurance Provisions of S. 1796, America's Healthy Future Act of 2009","https://crsreports.congress.gov/product/pdf/download/R/R40918/R40918.pdf/","3","11/16/2009"
7026,"R40554","11/16/2009","The 2009 Influenza Pandemic: An Overview","https://crsreports.congress.gov/product/pdf/download/R/R40554/R40554.pdf/","21","05/01/2009"
7027,"R40898","11/9/2009","Medicare Program Changes in H.R. 3962, Affordable Health Care for America Act ","https://crsreports.congress.gov/product/pdf/download/R/R40898/R40898.pdf/","7","11/05/2009"
7028,"R40632","11/5/2009","FY2010 Department of Homeland Security Assistance to States and Localities","https://crsreports.congress.gov/product/pdf/download/R/R40632/R40632.pdf/","6","06/12/2009"
7029,"R40899","11/4/2009","The Child Abuse Prevention and Treatment Act (CAPTA): Background, Programs, and Funding","https://crsreports.congress.gov/product/pdf/download/R/R40899/R40899.pdf/","4","11/05/2009"
7030,"R40886","10/30/2009","Public Health, Workforce, Quality, and Other Provisions in the America's Healthy Future Act (S. 1796)","https://crsreports.congress.gov/product/pdf/download/R/R40886/R40886.pdf/","3","11/02/2009"
7031,"R40792","10/29/2009","Food and Drug Administration Appropriations for FY2010","https://crsreports.congress.gov/product/pdf/download/R/R40792/R40792.pdf/","5","09/01/2009"
7032,"RS22880","10/26/2009","Intellectual Property Rights Protection and Enforcement: Section 337 of the Tariff Act of 1930","https://crsreports.congress.gov/product/pdf/download/RS/RS22880/RS22880.pdf/","4","05/16/2008"
7033,"R40583","10/26/2009","U.S. Accession to the Association of Southeast Asian Nations' Treaty of Amity and Cooperation (TAC)","https://crsreports.congress.gov/product/pdf/download/R/R40583/R40583.pdf/","8","05/18/2009"
7034,"R40861","10/15/2009","Private Health Insurance Provisions of S. 1679","https://crsreports.congress.gov/product/pdf/download/R/R40861/R40861.pdf/","5","10/16/2009"
7035,"RS20794","10/14/2009","The Committee System in the U.S. Congress","https://crsreports.congress.gov/product/pdf/download/RS/RS20794/RS20794.pdf/","6","02/17/2005"
7036,"R40841","10/8/2009","Assisting Households with the Costs of a Cap-and-Trade Program: Options and Considerations for Congress","https://crsreports.congress.gov/product/pdf/download/R/R40841/R40841.pdf/","8","10/02/2009"
7037,"R40779","10/6/2009","Deadlocked Votes Among Members of the Federal Election Commission (FEC): Overview and Potential Considerations for Congress","https://crsreports.congress.gov/product/pdf/download/R/R40779/R40779.pdf/","7","08/27/2009"
7038,"RL31886","10/2/2009","Medical Malpractice Insurance: An Economic Introduction and Review of Historical Experience","https://crsreports.congress.gov/product/pdf/download/RL/RL31886/RL31886.pdf/","8","01/19/2005"
7039,"R40837","9/29/2009","Summary and Analysis of S. 1462: American Clean Energy Leadership Act of 2009, As Reported","https://crsreports.congress.gov/product/pdf/download/R/R40837/R40837.pdf/","5","10/01/2009"
7040,"RL33431","9/25/2009","Immigration: Frequently Asked Questions on the State Criminal Alien Assistance Program (SCAAP)","https://crsreports.congress.gov/product/pdf/download/RL/RL33431/RL33431.pdf/","9","05/24/2006"
7041,"R40831","9/25/2009","Public Health, Workforce, Quality, and Other Provisions in the Affordable Health Choices Act (S. 1679)","https://crsreports.congress.gov/product/pdf/download/R/R40831/R40831.pdf/","3","09/25/2009"
7042,"R40157","9/24/2009","The Potential Role of the Temporary Assistance for Needy Families (TANF) Block Grant in the Recession","https://crsreports.congress.gov/product/pdf/download/R/R40157/R40157.pdf/","17","01/23/2009"
7043,"R40745","9/23/2009","Public Health, Workforce, Quality, and Other Provisions in H.R. 3200","https://crsreports.congress.gov/product/pdf/download/R/R40745/R40745.pdf/","4","08/05/2009"
7044,"R40828","9/22/2009","An Analysis of Borrowing From Defined Contribution Retirement Plans","https://crsreports.congress.gov/product/pdf/download/R/R40828/R40828.pdf/","3","09/23/2009"
7045,"R40724","9/22/2009","Private Health Insurance Provisions of H.R. 3200","https://crsreports.congress.gov/product/pdf/download/R/R40724/R40724.pdf/","8","07/28/2009"
7046,"R40823","9/21/2009","Social Networking and Constituent Communication: Member Use of Twitter During a Two-Week Period in the 111th Congress","https://crsreports.congress.gov/product/pdf/download/R/R40823/R40823.pdf/","4","09/22/2009"
7047,"R40821","9/18/2009","Medicaid and Children's Health Insurance Program (CHIP) Provisions in America's Affordable Health Choices Act of 2009 (H.R. 3200)","https://crsreports.congress.gov/product/pdf/download/R/R40821/R40821.pdf/","3","09/18/2009"
7048,"RL33311","9/10/2009","Federal Tax Treatment of Health Insurance Expenditures by the Self-Employed: Current Law and Issues for Congress","https://crsreports.congress.gov/product/pdf/download/RL/RL33311/RL33311.pdf/","6","03/14/2006"
